,open,high,low,close,volume
2024-05-08,58941.312636481496,59546.711672377714,58628.30997981262,59388.781629296296,50065.54334474755
2024-05-09,59389.9110368674,60548.57130832458,58367.919480889366,59707.88430955662,35303.75672463795
2024-05-10,59811.91522440939,61258.226177837896,59788.819304310884,61238.06058390559,75553.26004054752
2024-05-11,61081.621125963175,61695.61239225962,60716.72647231909,61640.906313084146,37134.928258861386
2024-05-12,61724.85486231474,62201.44256797334,61625.23583979848,62096.861011885616,34742.61401532212
2024-05-13,61725.99148459959,63315.035667507545,61196.86466949136,63133.65113466902,108366.2665864721
2024-05-14,62849.07554760206,65672.6328099292,60997.12659521214,64342.6050417822,127292.9200367821
2024-05-15,64234.592026001366,64865.574375555065,63995.495517873926,64765.36000723439,68397.12907409795
2024-05-16,64748.630988098244,65694.67860153291,64402.363788243085,65591.84506297142,51325.714636746205
2024-05-17,65768.51317046226,66505.42326051176,64996.25696188116,65641.49228958186,31440.759706105062
2024-05-18,65917.93908283173,66584.14706947267,65813.28664507133,66421.54055142567,67971.16979178204
2024-05-19,66733.33349600935,66835.95399118369,66331.0980882728,66486.06049640111,26963.853571580396
2024-05-20,66173.75703921377,67361.63356106154,65898.37973752602,67168.15426166414,67217.81803912001
2024-05-21,67009.65774770672,68012.84519046904,66254.50846096988,66798.11865610258,59090.30958784591
2024-05-22,66747.34322135642,66783.46965205346,66582.56886126239,66616.4990372862,39701.585718001304
2024-05-23,66748.93249822088,67752.80783260119,66582.90559628358,67606.72709536702,71460.94194103182
2024-05-24,67589.0626398052,67886.75354559859,67441.12126352386,67759.7911422115,36431.7715512328
2024-05-25,67579.11698127464,67623.47537020914,66591.10219234714,66613.63126634738,58272.31386060975
2024-05-26,66793.52495420523,66948.71379164609,65809.10988029896,66130.10998183623,49959.88378512642
2024-05-27,66167.40212387864,67109.69288889335,65872.01739827884,66851.39277117244,76785.18952141891
2024-05-28,66889.46665683121,67930.65848682384,66167.88605900196,67550.82424326209,54231.003994295505
2024-05-29,67624.47916354955,68822.18327767457,66030.4949897922,67890.90000010963,95979.15838613229
2024-05-30,68036.40306059775,68861.4448340099,67347.76316061798,67933.73033174769,54367.585624676925
2024-05-31,68262.07772164358,68675.99918682054,67040.9784307724,67486.65373738357,50957.71601592165
2024-06-01,67400.82817551136,67764.96081686403,66447.7081932213,67075.24140533443,53009.19516177219
2024-06-02,67238.75768796151,67468.01603152113,67078.36948105015,67411.4963610847,43163.79432787883
2024-06-03,67669.2335428664,68034.97469258904,67372.87889941387,67650.89532649655,72239.4239110388
2024-06-04,67741.8382959931,69016.37989591593,67354.26152675603,68824.30276483684,78512.4895376485
2024-06-05,68530.34017532096,70052.88036464428,68247.81079646101,69883.31060841553,68750.85086367495
2024-06-06,69933.971365911,71790.65017458102,69611.07381197136,71520.64607664586,54694.07810715129
2024-06-07,71578.34466719588,71716.89860250184,69568.09852590182,69715.33062077768,105807.69080748361
2024-06-08,70000.32186723326,70653.63112867926,69771.21248481153,69996.14691742178,84916.98789277894
2024-06-09,69911.04505628526,70673.69532422356,67791.77942357048,68141.38477535419,106728.11447412045
2024-06-10,67913.78136644757,68716.46140771163,67699.64206622734,68505.80224809134,60328.46058685211
2024-06-11,68927.66474244377,68956.94240782628,68858.25167513585,68935.35686378444,64821.0192498953
2024-06-12,68577.44346956546,68683.0247616047,68229.1579512288,68273.84465141925,44704.35448212106
2024-06-13,68615.46395039205,68908.55298058948,68280.16805602054,68824.53534552715,42181.78797408475
2024-06-14,68861.16296101312,69354.91095471129,67961.53192100098,68522.79353747827,39942.50704861032
2024-06-15,68337.28388325451,68547.82635952304,66225.0382573362,66279.73502173492,99703.74662413458
2024-06-16,66375.58880809911,66648.96459132481,63656.86047293692,63808.43605926663,121741.24877781843
2024-06-17,63671.78235107507,64110.45649271079,63201.98541468789,63363.24303682204,55858.59920642523
2024-06-18,63436.44718446795,64294.93304535007,63206.17912977107,64141.23062394751,44605.75903888308
2024-06-19,64261.51182610613,64878.789986951146,63389.79560329173,63860.44355239384,123976.8827377938
2024-06-20,63777.027609349156,63986.11233005609,62878.06339664696,62926.643398021806,86093.04440068091
2024-06-21,62846.45464334075,62963.96119509004,62013.237935805984,62036.91256008762,231826.26624194585
2024-06-22,61891.29647900097,64283.41055709124,61379.82108692815,63731.71261836523,73383.30311225138
2024-06-23,63944.506285449235,64002.7211407568,62773.76675184499,62824.681256351985,45908.83669514343
2024-06-24,62640.73835172675,62927.647928734186,61417.68620716901,61606.43978070619,55026.635886096774
2024-06-25,61603.91758993538,61989.59071395972,60763.951858747016,60806.933532739116,53026.77984559423
2024-06-26,60585.12973692393,61429.17900797689,60012.11000330177,60888.1267291619,36684.63729076793
2024-06-27,60870.55826326171,61192.80270474628,60549.25895575994,60815.37417959662,35761.59287529859
2024-06-28,61081.960598165366,61243.1745469848,59949.904250285064,59971.79019211868,95711.32700899016
2024-06-29,60052.35876291202,60312.504879630054,60040.65046976118,60306.076415656215,62071.98958476439
2024-06-30,60334.6830405074,60485.38423485825,60115.39599471685,60193.28799595775,43699.87967570115
2024-07-01,60374.18304361613,60882.39138367376,59565.77779352788,60000.24551459616,29179.316289896487
2024-07-02,60167.797080942364,60612.5073472803,59162.27721393401,59767.97559769169,89925.24792245353
2024-07-03,59770.02885925509,60170.67915110483,59658.8778947478,60087.59203889893,40976.359573182264
2024-07-04,59921.59698980169,60353.71664660975,58572.6155707973,58804.118799972275,72935.14780962624
2024-07-05,58916.20612047294,59070.61615106069,58779.33999027239,58830.668758288986,30328.136419548224
2024-07-06,58845.42721000804,59108.289448256284,58347.507365907244,58518.33407898885,77270.68078534823
2024-07-07,58756.95205451428,58863.81245259236,58478.85665485543,58505.078344095564,29263.13094393749
2024-07-08,58313.15745950785,58672.662511941206,58160.986803025255,58511.20981797594,25220.97937127815
2024-07-09,58497.21459825738,58816.483257255255,57749.721128223726,58630.83856696574,72023.24528326475
2024-07-10,58638.615193375605,59313.248663618615,58550.171101581014,59281.502530115424,40682.10154094824
2024-07-11,59059.14077876308,59558.224079403386,58827.07324661015,59375.56924381755,27622.808367885566
2024-07-12,59552.93025357155,59880.838487656816,58976.19116960214,59721.30207447619,77530.13804347943
2024-07-13,59527.14235939697,60138.4396709894,59366.964824594645,60027.67495081935,52702.15583776047
2024-07-14,60003.86281437904,60602.794532278414,59558.621242186826,60296.14705460725,30950.409121155437
2024-07-15,60191.61269023933,60358.99948921779,60102.26690977546,60335.12964242895,43199.44049487119
2024-07-16,60262.366819116774,60321.83472701072,60117.907131566964,60217.41130319389,39115.207728251
2024-07-17,60477.14891925348,61101.606035201046,60033.41196024723,60720.50254953105,68311.28606843499
2024-07-18,60726.13448750987,60784.51335542477,60553.92440883354,60592.312548554815,51867.54000703725
2024-07-19,60876.14600320162,61513.3195923554,60146.32965353362,60569.39702668682,36406.51524237445
2024-07-20,60510.11254793593,60718.81002438302,59800.07919746751,60620.2609906095,57216.077040405726
2024-07-21,60626.73095656931,61369.11660150804,59641.02701617581,61008.795944540005,50284.651572270435
2024-07-22,61590.610050926254,61895.040198490045,60745.19975485587,60984.562858316014,78935.2830564294
2024-07-23,60894.96125587398,61205.96314947918,60498.80538670311,60684.32453982105,35247.56654802084
2024-07-24,60745.600498889704,60962.86711692903,60606.711985466434,60789.02500907066,35979.49018231306
2024-07-25,60525.99713440442,61423.55159110547,60493.1117537656,61413.978323263764,39340.30123332906
2024-07-26,61166.69337354319,62313.0142997451,61007.63877135195,62248.250704617654,42136.73710670176
2024-07-27,62060.03198558291,62408.934822965966,61718.943484190895,62229.861950017614,34916.62965274349
2024-07-28,62227.56206632267,62797.13115096821,62111.8063448863,62710.383005362455,39034.84425390237
2024-07-29,62888.665415327865,63549.52408106934,61403.252182954726,61501.03369086465,54275.83394493317
2024-07-30,61730.73034289711,61824.991436132324,59246.44761961116,59402.09851934481,122104.5161453372
2024-07-31,59302.70772037858,59414.96487196495,57546.65791890598,57592.80163291982,72997.75154237812
2024-08-01,57476.000441160235,57718.98026009053,55397.91778713303,55552.52852125023,101148.27691717833
2024-08-02,55569.61978724192,55605.05636684404,53984.38894194535,54037.36606734605,73433.27991495027
2024-08-03,54000.82090211095,54330.52654319541,52801.2742215236,53214.367700115115,47879.06266118966
2024-08-04,53277.75132816376,53411.453763639256,50871.09208462319,51020.23336770127,90474.03857890476
2024-08-05,51240.07472012017,51362.88029582925,48885.7931499884,48949.770730728014,92132.97025548959
2024-08-06,48822.45160516991,49455.603291435036,48772.7015449476,49431.40475499557,42749.31565371741
2024-08-07,49406.2362911402,50220.71628013992,49280.77198317869,50183.5349406509,44861.43498943138
2024-08-08,50251.030399939395,50954.512192217204,49678.02653292307,50837.12866504914,56085.33337114355
2024-08-09,50661.608723660625,51279.650341695364,50647.14399387543,51271.92898817097,89342.9903264052
2024-08-10,51408.27037262251,51933.98629016601,51249.10950523086,51847.404466404914,48297.92068963502
2024-08-11,51899.64195885905,53592.148919983665,50550.374330039536,52749.69283818138,80742.25579971357
2024-08-12,52821.18480298209,52954.61794807584,51811.77703678675,51843.977010678645,50823.74204483076
2024-08-13,51768.69486963746,52546.51616682373,50808.091585320915,51876.10641478632,36987.316382637684
2024-08-14,51896.49794465494,52282.64638724262,51498.597174567316,51550.984784744396,117658.32766661957
2024-08-15,51436.20258470934,53396.26550864491,51243.89107892677,53301.96452508416,88741.3383702854
2024-08-16,53337.643050813705,55561.48374090749,53158.85555008015,55378.495278229086,112303.0763018376
2024-08-17,55309.9914916378,55800.99724884909,54403.69769903663,54925.12172894499,53529.36234080332
2024-08-18,54962.93466241421,55243.74515327917,54600.70566701698,55193.34022633638,44601.70620371137
2024-08-19,55248.15386204624,55374.66071998909,54814.24260831472,54860.975316738026,42866.43136791193
2024-08-20,55156.2979905616,55573.22260872087,54152.85737930644,54465.86790635503,37125.47210954942
2024-08-21,54485.66809289415,54923.007050511675,54443.06957500041,54887.96398923484,39427.56646816066
2024-08-22,54819.71524109852,54953.26419736019,54235.19852110962,54288.55211197531,57176.37020111514
2024-08-23,54227.503311098575,54645.96103358891,54098.09712866413,54523.939136873174,34937.93287448492
2024-08-24,54442.03140907804,55227.16062186342,54013.52703031883,54773.24273441971,31601.59937790797
2024-08-25,54728.24369378003,55611.19430711887,54635.03167521011,55516.78972715633,82603.08499439881
2024-08-26,55585.046808025494,55839.92970221942,55314.034636164244,55609.76610315901,43166.85968877576
2024-08-27,55615.78195544378,55617.12346049937,55220.797261750384,55222.55152905565,56526.23047149666
2024-08-28,55139.657882916596,55290.34563082312,53384.19891976242,53546.58269139781,129102.73764426303
2024-08-29,53456.98244289507,55261.37311759134,53058.2030773649,55131.08225249075,87780.36902356535
2024-08-30,55246.62040842725,55276.450519850114,54804.88898793547,54818.66331489833,75113.64763987427
2024-08-31,54907.89622449752,55417.65364782573,53886.1214539851,54169.27623643324,54600.48277718915
2024-09-01,54187.09485495191,54995.736269410925,53064.10387771638,53382.768964706294,89900.17941587618
2024-09-02,53448.61745121896,53682.09588137562,53403.517465176126,53660.12360217858,36399.06627858282
2024-09-03,53586.6407081188,54578.44958854773,53329.017058442594,54513.94689282435,58263.69088601147
2024-09-04,54588.36230960235,54901.22478309483,54110.91297090154,54556.04685487265,33226.51420598781
2024-09-05,54518.518952620616,56185.817014157496,54130.58235484296,56014.179032051456,67052.33472603634
2024-09-06,56486.245952410536,56812.91195573941,56400.31857588779,56447.26497802547,47105.28948984445
2024-09-07,56520.5212989593,57392.9179460161,56487.86007125043,57375.22407867432,50064.76838321935
2024-09-08,57109.52655300974,57698.00660594976,56885.35184643821,57535.898248418365,44247.75673436938
2024-09-09,57673.10967207279,57776.46072256972,57549.66833647199,57622.383289683436,57273.55201261583
2024-09-10,57895.372586698395,58158.944605077086,57612.84870706355,58075.366065923015,53074.46407593629
2024-09-11,58182.35816945781,58692.26872036698,57912.245691429096,58582.902733615636,44994.96047124477
2024-09-12,58344.620179629484,58618.690525175225,58160.07841331738,58295.76761862445,57222.93725906984
2024-09-13,58248.255218406346,59555.023602648616,57614.77646224948,59427.42337994721,139076.82298668905
2024-09-14,59629.53850931318,59774.441486454634,59506.65881977128,59536.881229415,27504.584516143415
2024-09-15,59537.43644956459,60500.43305500568,59155.709971469856,60445.63625104766,68369.19065481878
2024-09-16,60766.84579626744,60790.78168362164,60324.448023906574,60361.0811936673,46110.12049167276
2024-09-17,60313.44300466678,60975.34330866588,60161.180819215515,60834.864054727186,63357.93741244967
2024-09-18,60846.12543379919,60883.844217828,60831.32943674193,60871.376998119806,50564.53680539266
2024-09-19,60447.78330100894,63032.271948644295,59891.40537653018,62344.83256590447,61941.9881583141
2024-09-20,62433.31619235476,62532.74979417479,61073.919798078794,61213.603140658786,79873.32084984065
2024-09-21,61390.386356466464,61515.98786422221,60756.047543809655,60817.272846529115,46420.08685241308
2024-09-22,60817.51730400603,61633.5124670406,60617.716790610844,60810.63569888823,27724.405781354446
2024-09-23,60744.36536617909,61966.48756291143,60616.034358596866,61897.168915947455,72120.84525396943
2024-09-24,62353.49169832348,62626.99961784676,61994.823803795036,62481.01787050749,46671.27343472925
2024-09-25,62123.352079163524,62735.8655724256,62079.89371429432,62695.21472356582,67421.35545993566
2024-09-26,62551.89826673292,62947.54271841963,62506.1313152357,62908.91322011872,34332.38879042604
2024-09-27,63070.21527140143,63243.47384915302,62480.33375115542,62530.692023860756,42893.2665134734
2024-09-28,62471.3758400093,62566.95050335078,62083.454384607336,62227.6348673137,48380.426975875125
2024-09-29,62415.71990445921,62468.6168662476,60291.6910737255,60327.16419771249,91451.0288492125
2024-09-30,60104.91894637704,61501.6750553244,59848.94934117001,61410.92405455393,52484.99198603618
2024-10-01,61321.35116204554,61421.48400921374,60277.78964818952,60434.27254928164,79632.99204594175
2024-10-02,60305.12383238862,60878.13032124844,60011.22206899869,60739.8310466543,42952.99106074601
2024-10-03,60650.71159830749,61194.99679817538,60542.55014565696,61176.80635276723,35719.199163374986
2024-10-04,60844.50274767564,63237.54020718049,60303.66174515598,62379.45840505158,81419.01471907231
2024-10-05,62620.97241064392,63123.119110703905,62362.28529422587,63090.31758629402,71901.82950557121
2024-10-06,63228.24202366623,63481.02873050204,62076.72185401493,62286.37619651138,59356.026282636776
2024-10-07,62076.57666564939,64035.950910544336,61590.985918448234,63522.558983376,55158.933363055694
2024-10-08,63584.87649441095,63780.06873759565,63063.87972097267,63210.486187579765,37540.21466644479
2024-10-09,63504.77147827311,64078.21344414765,62769.58111972593,63023.25542712243,34708.09060804552
2024-10-10,63220.809285566946,63755.67633911887,63179.704330890396,63727.09563775069,51950.1608465407
2024-10-11,63428.97074403401,64850.51014149459,62992.98649246164,64614.821383104434,90547.28224259811
2024-10-12,64474.20825222234,65371.26268670414,64251.98059375147,65237.127100145764,44233.28759443405
2024-10-13,65142.748715630885,65726.15738471702,64767.6604354167,65576.26866656383,71686.69981535568
2024-10-14,65566.51901562557,66451.02240807119,65499.12566687031,66400.6738640285,43124.43462067592
2024-10-15,66518.91115917917,67120.1451409005,65531.72955806708,66775.8236865079,35438.446231348884
2024-10-16,66780.50239792092,67426.13762035183,66467.40058250107,67249.64037180315,34604.253192227116
2024-10-17,67490.45163089849,68173.49567301373,66540.13003783555,67616.57197582198,32133.53404317394
2024-10-18,67667.37493668495,68206.52084530015,66843.00408829014,67914.80280952922,62360.42513501623
2024-10-19,67949.37956917581,68357.04127590408,67696.98521823074,68237.81385707874,40832.922587661815
2024-10-20,68410.89561400641,68675.27295687933,67441.42452477495,68446.0318442674,71372.9983329067
2024-10-21,68457.01365966501,69693.08825413883,67790.72553779276,68344.97154929055,46184.543108461454
2024-10-22,67836.33969167962,69205.76682161585,67425.64376602301,68984.43890564289,49224.84584119407
2024-10-23,68740.23383081054,69739.05411891983,68243.95466593353,69587.52899809917,55219.15362295009
2024-10-24,69970.86425470698,70065.14045838488,69874.60084530918,69928.27341385001,57361.8009272834
2024-10-25,69768.73020186526,70545.32652483339,69546.32069631189,70359.40633223702,33470.931441315086
2024-10-26,70563.61739006541,71121.66193604309,70469.9091710828,71083.3951307992,50809.58973006371
2024-10-27,70682.91367829213,71552.03110665774,69944.97548548225,71289.22983873988,42408.878401920396
2024-10-28,71686.91569691368,71939.9371534119,71205.06680081811,71413.47701212153,54549.83146009121
2024-10-29,71242.53826492741,71654.50203562675,71143.053728196,71525.75581437448,28810.955352993882
2024-10-30,71368.62401824468,71976.32378767282,71098.74268610598,71181.58823733058,81445.76084774581
2024-10-31,70905.71354232545,71126.0119845356,70599.54443318631,70647.73845214558,42460.98229798302
2024-11-01,70540.26092848739,70707.21639096134,70279.20918920595,70385.20841424933,31817.72999153693
2024-11-02,70019.23156238481,70277.87223072405,69203.91735049224,69366.33423691067,62473.65052022333
2024-11-03,69642.82103689254,70325.65444333125,68397.72613939444,68911.04731507218,82943.90357818427
2024-11-04,68906.02424058419,69076.5120697887,68471.91648008971,68578.43743464281,62266.590249429435
2024-11-05,68881.61133464263,69413.4529093251,67674.53414758538,67986.14412137226,75898.03189115069
2024-11-06,67628.78884313146,70060.02231772197,67604.85110723876,70050.35942668506,117122.33416761395
2024-11-07,69857.89813541702,72179.24708985811,69504.85019977456,72120.56092950824,68757.22799217467
2024-11-08,71715.70102905291,75378.41266515903,71084.46908906417,74807.97769608069,188005.3031221201
2024-11-09,74491.580474892,77195.2933882267,74187.02889788138,77020.2752815882,71086.37941850927
2024-11-10,76886.10948894189,79198.20913908906,76371.17096652971,78966.53619644286,86028.63901211967
2024-11-11,79088.11303081516,81174.6268400723,78839.72352682233,80964.88693637704,73050.59404095904
2024-11-12,81297.14435263819,82596.2074244363,80975.6685176261,82341.70386794923,57530.46781420058
2024-11-13,82348.62605182668,83882.87311394422,82225.07938581542,83844.68259553867,79620.55901691467
2024-11-14,83890.28929467862,85281.29385722916,83421.56096996831,85097.32797879001,62453.57922597107
2024-11-15,85287.64787365917,86923.25852055647,85186.06740004262,86884.56259026051,122329.79873126613
2024-11-16,86946.32411967212,87957.93356460576,86901.89408795112,87906.81176810683,48327.25723743801
2024-11-17,88202.40035260165,89098.42375176265,87997.66853234591,88829.34258551284,44131.86599574782
2024-11-18,88790.96093844248,89042.8269560483,87887.27792127283,87984.6085110144,132807.3025549818
2024-11-19,87828.02577383445,89886.87881881949,87572.22764849442,89744.04015027818,155061.63356107322
2024-11-20,90139.05246949228,91844.94938778869,90044.76469835597,91794.76946611548,91785.61942671488
2024-11-21,91893.16962821594,92806.0370895947,91026.83093645726,92518.67369829708,50617.06290101407
2024-11-22,92793.0526029162,95536.33603885888,92761.68966395626,95521.88412495417,72810.79594286245
2024-11-23,95015.34434100747,95060.2080712874,93291.03316086018,93339.68687500787,115623.09499925927
